t [s]	Ux [V]	Uy [V]
27,485284	8,539518	0,006354
27,495284	8,567558	0,006354
27,505284	8,591774	0,008906
27,515284	8,594324	0,006354
27,534891	8,5905	0,006354
27,544891	8,594324	0,006354
27,554891	8,591774	0,006354
27,564891	8,5905	0,006354
27,574891	8,593049	0,008906
27,584891	8,589225	0,006354
27,594891	8,591774	0,006354
27,604891	8,589225	0,002526
27,614891	8,591774	0,002526
27,624891	8,5905	0,002526
27,655325	8,589225	0,001251
27,665325	8,591774	0,008906
27,675325	8,589225	0,010181
27,685325	8,5905	0,002526
27,695325	8,591774	0,006354
27,705325	8,594324	0,010181
27,715325	8,594324	0,010181
27,725325	8,5905	0,010181
27,735325	8,5905	0,008906
27,745325	8,587951	0,002526
27,760868	8,5905	0,002526
27,770868	8,585402	0,008906
27,780868	8,557362	0,005078
27,790868	8,521674	0,003802
27,800868	8,488536	0,006354
27,810868	8,438829	0,006354
27,820868	8,395494	0,008906
27,830868	8,339414	0,006354
27,840868	8,285883	0,002526
27,850868	8,220882	0,005078
27,868683	8,089603	0,008906
27,878683	8,002934	0,002526
27,888683	7,920089	0,010181
27,898683	7,848714	0,002526
27,908683	7,769692	0,003802
27,918683	7,703416	0,005078
27,928683	7,644787	0,008906
27,938683	7,579785	0,006354
27,948683	7,517332	0,001251
27,958683	7,461252	0,006354
27,979926	7,324876	0,006354
27,989926	7,257325	0,006354
27,999926	7,198696	0,006354
28,009926	7,142616	0,006354
28,019926	7,086536	0,008906
28,029926	7,03173	0,006354
28,039926	6,974376	0,006354
28,049926	6,913198	0,006354
28,059926	6,848196	0,003802
28,069926	6,788292	0,008906
28,09277	6,616228	0,002526
28,10277	6,542305	0,002526
28,11277	6,474754	0,003802
28,12277	6,411027	0,008906
28,13277	6,346025	0,006354
28,14277	6,275925	0,002526
28,15277	6,202001	0,00763
28,16277	6,129352	0,006354
28,17277	6,05033	0,006354
28,18277	5,978956	0,006354
28,213267	5,740616	0,00763
28,223267	5,669241	0,008906
28,233267	5,60169	0,006354
28,243267	5,527766	0,002526
28,253267	5,464039	0,006354
28,263267	5,395214	0,002526
28,273267	5,332761	0,005078
28,283267	5,260112	0,002526
28,293267	5,196384	0,008906
28,303267	5,123735	0,005078
28,331539	4,937652	0,006354
28,341539	4,879023	0,008906
28,351539	4,812746	0,006354
28,361539	4,754117	0,008906
28,371539	4,685292	0,006354
28,381539	4,625388	0,005078
28,391539	4,562935	0,002526
28,401539	4,510679	0,006354
28,411539	4,463521	0,003802
28,421539	4,421461	0,008906
28,444534	4,314399	0,006354
28,454534	4,265966	0,006354
28,464534	4,216259	0,008906
28,474534	4,15763	0,008906
28,484534	4,100275	0,010181
28,494534	4,032724	0,008906
28,504534	3,965173	0,002526
28,514534	3,893799	0,006354
28,524534	3,827522	0,005078
28,534534	3,759971	0,008906
28,556427	3,609575	0,008906
28,566427	3,540749	0,003802
28,576427	3,477022	0,008906
28,586427	3,403099	0,006354
28,596427	3,335548	0,006354
28,606427	3,266722	0,006354
28,616427	3,20172	0,008906
28,626427	3,122698	0,005078
28,636427	3,056422	0,006354
28,646427	2,985048	0,008906
28,67036	2,812984	0,005078
28,68036	2,732687	0,002526
28,69036	2,648567	0,010181
28,70036	2,559349	0,002526
28,71036	2,470131	0,006354
28,72036	2,384736	0,00763
28,73036	2,305715	0,010181
28,74036	2,227967	0,006354
28,75036	2,15022	0,003802
28,76036	2,075022	0,002526
28,783349	1,896585	0,008906
28,793349	1,822662	0,006354
28,803349	1,744914	0,006354
28,813349	1,677364	0,00763
28,823349	1,612362	0,008906
28,833349	1,548634	0,003802
28,843349	1,496378	0,005078
28,853349	1,437749	0,006354
28,863349	1,385493	0,010181
28,873349	1,328138	0,002526
28,892174	1,235096	0,010181
28,902174	1,176467	0,006354
28,912174	1,12676	0,006354
28,922174	1,071954	0,005078
28,932174	1,020972	0,006354
28,942174	0,976363	0,008906
28,952174	0,922832	0,005078
28,962174	0,870576	0,002526
28,972174	0,817045	0,006354
28,982174	0,772436	0,008906
29,003958	0,652629	0,006354
29,013958	0,605471	0,002526
29,023958	0,558312	0,006354
29,033958	0,502232	0,005078
29,043958	0,449976	0,006354
29,053958	0,39772	0,006354
29,063958	0,34164	0,008906
29,073958	0,295756	0,008906
29,083958	0,239676	0,003802
29,093958	0,187419	0,006354
29,109107	0,127516	0,006354
29,119107	0,081632	0,002526
29,129107	0,034474	0,008906
29,139107	-0,016508	0,006354
29,149107	-0,052195	0,006354
29,159107	-0,101902	0,003802
29,169107	-0,143962	0,008906
29,179107	-0,191121	0,00763
29,189107	-0,222984	0,008906
29,199107	-0,256122	0,008906
29,217267	-0,31985	0,005078
29,227267	-0,344066	0,008906
29,237267	-0,369557	0,006354
29,247267	-0,401421	0,002526
29,257267	-0,420539	0,008906
29,267267	-0,438383	0,006354
29,277267	-0,465148	0,006354
29,287267	-0,482992	0,006354
29,297267	-0,50211	0,006354
29,307267	-0,527601	0,003802
29,3301	-0,564563	0,005078
29,3401	-0,581132	0,008906
29,3501	-0,610446	0,005078
29,3601	-0,62829	0,006354
29,3701	-0,661428	0,006354
29,3801	-0,689468	0,003802
29,3901	-0,720057	0,003802
29,4001	-0,749372	0,006354
29,4101	-0,786334	0,002526
29,4201	-0,823295	0,006354
29,437444	-0,879375	0,008906
29,447444	-0,917612	0,008906
29,457444	-0,957123	0,006354
29,467444	-0,994084	0,008906
29,477444	-1,042517	0,002526
29,487444	-1,087126	0,006354
29,497444	-1,121539	0,006354
29,507444	-1,169972	0,006354
29,517444	-1,223503	0,005078
29,527444	-1,265563	0,002526
29,54607	-1,335663	0,008906
29,55607	-1,367526	0,006354
29,56607	-1,366252	0,010181
29,57607	-1,381546	0,006354
29,58607	-1,38537	0,002526
29,59607	-1,381546	0,010181
29,60607	-1,38537	0,006354
29,61607	-1,381546	0,010181
29,62607	-1,38537	0,006354
29,63607	-1,384095	0,006354
29,666408	-1,384095	0,00763
29,676408	-1,387919	0,006354
29,686408	-1,38537	0,003802
29,696408	-1,382821	0,008906
29,706408	-1,381546	0,010181
29,716408	-1,38537	0,006354
29,726408	-1,381546	0,002526
29,736408	-1,381546	0,002526
29,746408	-1,378997	0,006354
29,756408	-1,384095	0,002526
29,770209	-1,37135	0,006354
29,780209	-1,368801	0,010181
29,790209	-1,366252	0,005078
29,800209	-1,362428	0,010181
29,810209	-1,353506	0,008906
29,820209	-1,352232	0,00763
29,830209	-1,335663	0,006354
29,840209	-1,305074	0,008906
29,850209	-1,283406	0,002526
29,860209	-1,255366	0,002526
29,889168	-1,13301	0,002526
29,899168	-1,084577	0,008906
29,909168	-1,036144	0,006354
29,919168	-0,983888	0,003802
29,929168	-0,92271	0,010181
29,939168	-0,860257	0,006354
29,949168	-0,792706	0,006354
29,959168	-0,718783	0,010181
29,969168	-0,652506	0,00763
29,979168	-0,573484	0,005078
29,992231	-0,461324	0,008906
30,002231	-0,383577	0,008906
30,012231	-0,298182	0,008906
30,022231	-0,208964	0,006354
30,032231	-0,121021	0,002526
30,042231	-0,022881	0,010181
30,052231	0,066338	0,006354
30,062231	0,154281	0,006354
30,072231	0,248598	0,008906
30,082231	0,336541	0,006354
30,101843	0,497134	0,006354
30,111843	0,585078	0,003802
30,121843	0,669198	0,006354
30,131843	0,763514	0,008906
30,141843	0,837438	0,006354
30,151843	0,925382	0,006354
30,161843	1,008227	0,006354
30,171843	1,083425	0,002526
30,181843	1,166271	0,010181
30,191843	1,245292	0,006354
30,213545	1,440298	0,003802
30,223545	1,530791	0,008906
30,233545	1,614911	0,006354
30,243545	1,718149	0,006354
30,253545	1,812465	0,006354
30,263545	1,905507	0,002526
30,273545	2,011295	0,006354
30,283545	2,106885	0,008906
30,293545	2,199927	0,002526
30,303545	2,299342	0,00763
30,32566	2,504544	0,00763
30,33566	2,596311	0,008906
30,34566	2,685529	0,010181
30,35566	2,768375	0,00763
30,36566	2,841024	0,003802
30,37566	2,927693	0,010181
30,38566	2,996518	0,003802
30,39566	3,079364	0,010181
30,40566	3,153288	0,00763
30,41566	3,232309	0,008906
30,445467	3,443884	0,011457
30,455467	3,513984	0,006354
30,465467	3,598104	0,006354
30,475467	3,6784	0,006354
30,485467	3,76252	0,008906
30,495467	3,837719	0,006354
30,505467	3,925662	0,008906
30,515467	4,000861	0,003802
30,525467	4,086255	0,006354
30,535467	4,15763	0,006354
30,558668	4,33989	0,008906
30,568668	4,40999	0,002526
30,578668	4,482639	0,008906
30,588668	4,552739	0,006354
30,598668	4,622839	0,006354
30,608668	4,692939	0,008906
30,618668	4,763039	0,005078
30,628668	4,833139	0,00763
30,638668	4,898141	0,008906
30,648668	4,959319	0,006354
30,667471	5,084224	0,008906
30,677471	5,145403	0,003802
30,687471	5,218052	0,003802
30,697471	5,289426	0,006354
30,707471	5,356977	0,006354
30,717471	5,428352	0,002526
30,727471	5,508648	0,003802
30,737471	5,582572	0,003802
30,747471	5,662868	0,00763
30,757471	5,745714	0,010181
30,773139	5,856599	0,006354
30,783139	5,935621	0,006354
30,793139	6,009545	0,005078
30,803139	6,088567	0,002526
30,813139	6,165039	0,008906
30,823139	6,238963	0,006354
30,833139	6,310338	0,010181
30,843139	6,375339	0,002526
30,853139	6,444165	0,010181
30,863139	6,500245	0,002526
30,886635	6,648092	0,008906
30,896635	6,702898	0,006354
30,906635	6,753879	0,00763
30,916635	6,816332	0,006354
30,926635	6,867314	0,008906
30,936635	6,909374	0,003802
30,946635	6,953983	0,00763
30,956635	7,00369	0,010181
30,966635	7,039378	0,008906
30,976635	7,069967	0,006354
30,999149	7,163009	0,008906
31,009149	7,198696	0,006354
31,019149	7,24458	0,006354
31,029149	7,282816	0,006354
31,039149	7,323601	0,008906
31,049149	7,355465	0,003802
31,059149	7,389878	0,006354
31,069149	7,428114	0,006354
31,079149	7,471449	0,006354
31,089149	7,51096	0,002526
31,107638	7,604001	0,008906
31,117638	7,647336	0,008906
31,127638	7,697043	0,002526
31,137638	7,746751	0,008906
31,147638	7,796458	0,005078
31,157638	7,834694	0,005078
31,167638	7,867832	0,002526
31,177638	7,91754	0,006354
31,187638	7,965973	0,005078
31,197638	8,014405	0,006354
31,220783	8,116369	0,008906
31,230783	8,148233	0,002526
31,240783	8,190293	0,002526
31,250783	8,224705	0,006354
31,260783	8,255294	0,006354
31,270783	8,276962	0,006354
31,280783	8,311374	0,006354
31,290783	8,339414	0,008906
31,300783	8,367454	0,006354
31,310783	8,40824	0,006354
31,340243	8,501282	0,006354
31,350243	8,522949	0,006354
31,360243	8,539518	0,006354
31,370243	8,542067	0,006354
31,380243	8,538244	0,006354
31,390243	8,543342	0,008906
31,400243	8,545891	0,00763
31,410243	8,567558	0,008906
31,420243	8,584127	0,005078
31,430243	8,595598	0,008906
31,454378	8,5905	0,006354
31,464378	8,593049	0,006354
31,474378	8,5905	0,002526
31,484378	8,593049	0,006354
31,494378	8,5905	0,006354
31,504378	8,591774	0,006354
31,514378	8,5905	0,005078
31,524378	8,587951	0,002526
31,534378	8,591774	0,003802
31,544378	8,591774	0,001251
31,563255	8,594324	0,008906
31,573255	8,593049	0,008906
31,583255	8,594324	0,005078
31,593255	8,5905	0,008906
31,603255	8,595598	0,006354
31,613255	8,591774	0,006354
31,623255	8,5905	0,005078
31,633255	8,5905	0,005078
31,643255	8,594324	0,006354
31,653255	8,594324	0,006354
31,684345	8,589225	0,003802
31,694345	8,580304	0,002526
31,704345	8,545891	0,006354
31,714345	8,496184	0,006354
31,724345	8,438829	0,006354
31,734345	8,390396	0,002526
31,744345	8,333042	0,006354
31,754345	8,276962	0,008906
31,764345	8,220882	0,006354
31,774345	8,163527	0,003802
31,797252	8,0297	0,008906
31,807252	7,962149	0,006354
31,817252	7,892049	0,002526
31,827252	7,820674	0,006354
31,837252	7,741652	0,008906
31,847252	7,6792	0,008906
31,857252	7,604001	0,006354
31,867252	7,544098	0,005078
31,877252	7,486743	0,006354
31,887252	7,424291	0,006354
31,910013	7,281541	0,006354
31,920013	7,210167	0,006354
31,930013	7,145165	0,010181
31,940013	7,075065	0,006354
31,950013	7,004965	0,006354
31,960013	6,932316	0,006354
31,970013	6,867314	0,005078
31,980013	6,798489	0,006354
31,990013	6,720741	0,008906
32,000013	6,645543	0,006354
32,014447	6,543579	0,006354
32,024447	6,467107	0,010181
32,034447	6,388085	0,002526
32,044447	6,306514	0,00763
32,054447	6,226217	0,006354
32,064447	6,147196	0,003802
32,074447	6,066899	0,006354
32,084447	5,984054	0,006354
32,094447	5,901208	0,005078
32,104447	5,814539	0,006354
32,126569	5,605514	0,006354
32,136569	5,518845	0,002526
32,146569	5,43345	0,002526
32,156569	5,342957	0,002526
32,166569	5,253739	0,006354
32,176569	5,164521	0,006354
32,186569	5,076577	0,010181
32,196569	4,982261	0,008906
32,206569	4,884121	0,006354
32,216569	4,793628	0,006354
32,239741	4,599897	0,006354
32,249741	4,518326	0,010181
32,259741	4,441853	0,00763
32,269741	4,362832	0,006354
32,279741	4,279986	0,006354
32,289741	4,197141	0,005078
32,299741	4,11557	0,006354
32,309741	4,040371	0,003802
32,319741	3,96135	0,008906
32,329741	3,884877	0,008906
32,358729	3,649086	0,005078
32,368729	3,58026	0,008906
32,378729	3,506337	0,005078
32,388729	3,44006	0,002526
32,398729	3,373784	0,008906
32,408729	3,307508	0,001251
32,418729	3,248878	0,008906
32,428729	3,186426	0,006354
32,438729	3,122698	0,006354
32,448729	3,062795	0,003802
32,477177	2,880535	0,005078
32,487177	2,80916	0,006354
32,497177	2,730138	0,001251
32,507177	2,65494	0,006354
32,517177	2,568271	0,006354
32,527177	2,4867	0,002526
32,537177	2,400031	0,002526
32,547177	2,319735	0,005078
32,557177	2,243262	0,008906
32,567177	2,16424	0,006354
32,590335	1,964136	0,008906
32,600335	1,865996	0,008906
32,610335	1,77168	0,002526
32,620335	1,677364	0,003802
32,630335	1,58942	0,006354
32,640335	1,518045	0,008906
32,650335	1,439023	0,002526
32,660335	1,361276	0,006354
32,670335	1,300098	0,005078
32,680335	1,240194	0,006354
32,702314	1,085974	0,010181
32,712314	1,0146	0,006354
32,722314	0,941951	0,008906
32,732314	0,865478	0,010181
32,742314	0,800476	0,006354
32,752314	0,730376	0,010181
32,762314	0,653903	0,005078
32,772314	0,597823	0,002526
32,782314	0,526449	0,008906
32,792314	0,448701	0,002526
32,811796	0,332718	0,008906
32,821796	0,260069	0,005078
32,831796	0,200165	0,002526
32,841796	0,136438	0,006354
32,851796	0,075259	0,006354
32,861796	0,01663	0,010181
32,871796	-0,045822	0,006354
32,881796	-0,099353	0,005078
32,891796	-0,157982	0,002526
32,901796	-0,203866	0,010181
32,925382	-0,304555	0,008906
32,935382	-0,350439	0,006354
32,945382	-0,387401	0,010181
32,955382	-0,425637	0,002526
32,965382	-0,462599	0,003802
32,975382	-0,505933	0,003802
32,985382	-0,539072	0,00763
32,995382	-0,570935	0,006354
33,005382	-0,602799	0,006354
33,015382	-0,632113	0,002526
33,046183	-0,700939	0,006354
33,056183	-0,720057	0,008906
33,066183	-0,746823	0,002526
33,076183	-0,763392	0,006354
33,086183	-0,783784	0,008906
33,096183	-0,808001	0,003802
33,106183	-0,830943	0,006354
33,116183	-0,843688	0,006354
33,126183	-0,860257	0,006354
33,136183	-0,874277	0,00763
33,159017	-0,907415	0,006354
33,169017	-0,916337	0,006354
33,179017	-0,929083	0,003802
33,189017	-0,943103	0,005078
33,199017	-0,957123	0,008906
33,209017	-0,977515	0,006354
33,219017	-0,99281	0,003802
33,229017	-1,014477	0,006354
33,239017	-1,033595	0,003802
33,249017	-1,053988	0,003802
33,27302	-1,106245	0,006354
33,28302	-1,127912	0,008906
33,29302	-1,154677	0,006354
33,30302	-1,181443	0,006354
33,31302	-1,206934	0,003802
33,32302	-1,232425	0,005078
33,33302	-1,263014	0,002526
33,34302	-1,285955	0,00763
33,35302	-1,310172	0,005078
33,36302	-1,330565	0,003802
33,386094	-1,349683	0,008906
33,396094	-1,354781	0,006354
33,406094	-1,361154	0,006354
33,416094	-1,363703	0,006354
33,426094	-1,363703	0,008906
33,436094	-1,361154	0,006354
33,446094	-1,362428	0,006354
33,456094	-1,366252	0,002526
33,466094	-1,359879	0,00763
33,476094	-1,361154	0,006354
33,494829	-1,363703	0,005078
33,504829	-1,366252	0,003802
33,514829	-1,363703	0,002526
33,524829	-1,362428	0,00763
33,534829	-1,361154	0,008906
33,544829	-1,366252	0,003802
33,554829	-1,359879	0,006354
33,564829	-1,362428	0,006354
33,574829	-1,356055	0,00763
33,584829	-1,362428	0,003802
33,608541	-1,361154	0,006354
33,618541	-1,361154	0,002526
33,628541	-1,350957	0,008906
33,638541	-1,348408	0,003802
33,648541	-1,344585	0,008906
33,658541	-1,345859	0,003802
33,668541	-1,338212	0,006354
33,678541	-1,326741	0,006354
33,688541	-1,320368	0,003802
33,698541	-1,311446	0,006354
33,721829	-1,279583	0,002526
33,731829	-1,264288	0,006354
33,741829	-1,234974	0,006354
33,751829	-1,200561	0,006354
33,761829	-1,176345	0,00763
33,771829	-1,141932	0,006354
33,781829	-1,111343	0,006354
33,791829	-1,078204	0,00763
33,801829	-1,028497	0,003802
33,811829	-0,983888	0,002526
33,833821	-0,861532	0,006354
33,843821	-0,813099	0,00763
33,853821	-0,760843	0,006354
33,863821	-0,699664	0,010181
33,873821	-0,643584	0,008906
33,883821	-0,583681	0,006354
33,893821	-0,521228	0,005078
33,903821	-0,454952	0,003802
33,913821	-0,384852	0,008906
33,923821	-0,322399	0,006354
33,95209	-0,117197	0,006354
33,96209	-0,03945	0,006354
33,97209	0,039572	0,005078
33,98209	0,11477	0,006354
33,99209	0,191243	0,010181
34,00209	0,26899	0,006354
34,01209	0,346738	0,002526
34,02209	0,418112	0,005078
34,03209	0,499683	0,010181
34,04209	0,578705	0,006354
34,059962	0,726552	0,006354
34,069962	0,808123	0,006354
34,079962	0,88842	0,003802
34,089962	0,973814	0,005078
34,099962	1,068131	0,008906
34,109962	1,161172	0,006354
34,119962	1,247842	0,006354
34,129962	1,340883	0,008906
34,139962	1,4352	0,006354
34,149962	1,526967	0,003802
34,172902	1,752562	0,010181
34,182902	1,860898	0,003802
34,192902	1,965411	0,010181
34,202902	2,061002	0,002526
34,212902	2,16424	0,008906
34,222902	2,254733	0,003802
34,232902	2,349049	0,002526
34,242902	2,438267	0,006354
34,252902	2,532584	0,003802
34,262902	2,620527	0,006354
34,28508	2,816807	0,006354
34,29508	2,89328	0,008906
34,30508	2,969753	0,006354
34,31508	3,051324	0,008906
34,32508	3,116326	0,00763
34,33508	3,202995	0,008906
34,34508	3,276919	0,010181
34,35508	3,352117	0,002526
34,36508	3,434962	0,00763
34,37508	3,525455	0,00763
34,393923	3,693695	0,006354
34,403923	3,781639	0,008906
34,413923	3,875955	0,010181
34,423923	3,971546	0,008906
34,433923	4,055666	0,006354
34,443923	4,139786	0,006354
34,453923	4,226455	0,008906
34,463923	4,302928	0,001251
34,473923	4,393421	0,008906
34,483923	4,472442	0,002526
34,515212	4,720979	0,006354
34,525212	4,800001	0,010181
34,535212	4,868826	0,00763
34,545212	4,930004	0,005078
34,555212	4,99883	0,010181
34,565212	5,063832	0,005078
34,575212	5,133932	0,002526
34,585212	5,201483	0,002526
34,595212	5,269034	0,006354
34,605212	5,337859	0,00763
34,618847	5,441097	0,010181
34,628847	5,498452	0,002526
34,638847	5,558355	0,002526
34,648847	5,616985	0,008906
34,658847	5,681986	0,006354
34,668847	5,739341	0,002526
34,678847	5,799245	0,008906
34,688847	5,860423	0,006354
34,698847	5,912679	0,006354
34,708847	5,978956	0,010181
34,728621	6,086017	0,008906
34,738621	6,138274	0,006354
34,748621	6,187981	0,003802
34,758621	6,242787	0,005078
34,768621	6,286121	0,002526
34,778621	6,34475	0,010181
34,788621	6,389359	0,002526
34,798621	6,440341	0,006354
34,808621	6,491323	0,005078
34,818621	6,543579	0,008906
34,841946	6,654465	0,006354
34,851946	6,700349	0,008906
34,861946	6,738585	0,006354
34,871946	6,776821	0,006354
34,881946	6,817607	0,008906
34,891946	6,852019	0,00763
34,901946	6,887707	0,008906
34,911946	6,91957	0,006354
34,921946	6,953983	0,006354
34,931946	6,980749	0,00763
34,954942	7,040652	0,003802
34,964942	7,063594	0,003802
34,974942	7,09036	0,010181
34,984942	7,109478	0,006354
34,994942	7,12987	0,003802
35,004942	7,152812	0,003802
35,014942	7,17193	0,006354
35,024942	7,19997	0,006354
35,034942	7,215265	0,002526
35,044942	7,229285	0,002526
35,063435	7,257325	0,006354
35,073435	7,27262	0,010181
35,083435	7,282816	0,008906
35,093435	7,291738	0,005078
35,103435	7,30066	0,002526
35,113435	7,318503	0,005078
35,123435	7,326151	0,003802
35,133435	7,341445	0,002526
35,143435	7,35674	0,006354
35,153435	7,374583	0,006354
35,183943	7,435761	0,008906
35,193943	7,461252	0,010181
35,203943	7,489292	0,002526
35,213943	7,521156	0,003802
35,223943	7,560667	0,005078
35,233943	7,59508	0,006354
35,243943	7,629492	0,002526
35,253943	7,669003	0,008906
35,263943	7,69322	0,006354
35,273943	7,722534	0,002526
35,303791	7,813027	0,005078
35,313791	7,824498	0,002526
35,323791	7,844891	0,006354
35,333791	7,853812	0,008906
35,343791	7,846165	0,002526
35,353791	7,849989	0,001251
35,363791	7,851263	0,006354
35,373791	7,855087	0,005078
